sales_line_id,order_id,product_id,product_name,quantity,unit_selling_price,discount_pct,standard_cost
SOL0000405,SO000291,P001,Laptop 14 Pro,3,1216.73,0,760
SOL0000406,SO000292,P009,Veste Urban,4,132.15,12,63
SOL0000407,SO000293,P003,Tablette Air 11,2,595.1,8,395
SOL0000408,SO000294,P006,Clavier Meca,3,102.84,0,54
SOL0000409,SO000295,P010,Sac a dos Metro,1,75.37,5,31
SOL0000410,SO000296,P007,Chaussures City,4,96.53,15,39
SOL0000411,SO000296,P003,Tablette Air 11,3,640.63,10,395
SOL0000412,SO000296,P010,Sac a dos Metro,1,72.15,10,31
Sol0000413,SO000297,  P011  ,Chaise Ergo,4.0,220.92,12,124
SOL0000414,SO000297,P007,Chaussures City,1,98.57,8,39
SOL0000415,SO000297,P012,Lampe LED Desk,2,45.12,5,18
SOL0000416,SO000298,P004,Casque Audio Max,3,183.81,10,86
SOL0000417,SO000299,P008, T-Shirt Essential,15,21.96,8,8
SOL0000418,SO000300,p010,Sac a dos Metro,13,68.03,"10,0",31
SOL0000419,SO000301,P003,Tablette Air 11,1,591.28,15,395
SOL0000420,SO000302,P004,Casque Audio Max,11,163.48,8,86
SOL0000421,SO000302,P012,Lampe LED Desk,6,,15,18
SOL0000422,SO000302,P002,Smartphone X5,9,764.44,8,520
SOL0000423,SO000303,P012,Lampe LED Desk,2,43.67,8,18
SOL0000424,SO000304,P003,Tablette Air 11,13,550.66,0,395
SOL0000425,SO000305,P010,Sac a dos Metro,1,75.19,10,31
SOL0000426,SO000305,P004,Casque Audio Max,3,174.38,8,86
SOL0000427,SO000306,P009,Veste Urban,3,140.07,10,63
SOL0000428,SO000307,P011,Chaise Ergo,6,187.98,0,124
SOL0000429,SO000307,P006,Clavier Meca,5,98.27,0,54
SOL0000430,SO000308,P004,Casque Audio Max,1,174.85,0,86
SOL0000431,SO000309,P002,Smartphone X5,2,854.08,8,520
SOL0000432,SO000309,P011,Chaise Ergo,3,202.88,5,124
SOL0000433,SO000310,P007,Chaussures City,1,93.79,0,39
SOL0000434,SO000311,P007,Chaussures City,6,93.16,10,39
SOL0000435,SO000312,P008,T-Shirt Essential,3,24.47,10,8
SOL0000436,SO000312,P001,Laptop 14 Pro,1,1196.38,5,760
SOL0000437,SO000312,P006,Clavier Meca,1,111.48,10,54
SOL0000438,SO000313,P006,Clavier Meca,3,104.38,5,54
SOL0000439,SO000313,P003,Tablette Air 11,1,610.42,0,395
SOL0000440,SO000314,P002,Smartphone X5,1,816.32,8,520
SOL0000441,SO000315,P011,Chaise Ergo,1,204.33,8,124
SOL0000442,SO000315,P008,T-Shirt Essential,1,23.92,5,8
SOL0000443,SO000315,P005,Ecran 27 pouces,1,291.8,5,182
SOL0000444,SO000316,P004,Casque Audio Max,3,170.05,12,86
SOL0000445,SO000316,P002,Smartphone X5,1,800.16,5,520
  SOL0000446  ,SO000317,P003,TABLETTE AIR 11,3,597.24,12,395
SOL0000447,SO000318,P010,Sac a dos Metro,3,72.42,0,31
SOL0000448,SO000319,P011,Chaise Ergo,2,214.2,15,124
SOL0000449,SO000319,P008,T-Shirt Essential, 3.0 ,23.01,12, 8.0 
SOL0000450,SO000320,P009,Veste Urban,5,140.43,0,63
SOL0000451,SO000320,P008,T-Shirt Essential,5,24.9,0,8
SOL0000452,SO000320,P001,Laptop 14 Pro,4,1182.39,5,760
SOL0000453,SO000321,P005,Ecran 27 pouces,4,307.67,10,182
SOL0000454,SO000322,P007,Chaussures City,4,96.76,10,39
SOL0000455,SO000322,P005,Ecran 27 pouces,1,294.19,8,182
SOL0000456,SO000323, P007,Chaussures City,NA,94.87,8,39
SOL0000457,SO000324,P008,T-Shirt Essential,14,21.79,8,8
SOL0000458,SO000325,P003,Tablette Air 11,2,628.17,5,395
SOL0000459,SO000325,P008,T-Shirt Essential,4,24.0,5,8
SOL0000460,SO000325,P008,T-Shirt Essential,4,23.09,8,8
SOL0000461,SO000326,P007,Chaussures City,2.0,96.68,0,39
SOL0000462,SO000327,P006,Clavier Meca,1,109.09,8,54
SOL0000463,SO000327,P004,Casque Audio Max,3,177.63,10,86
SOL0000464,SO000328,P009,Veste Urban,2,137.37,5,63
SOL0000465,SO000329,P006,Clavier Meca,6,98.31,8,54
SOL0000466,SO000330,P004,Casque Audio Max,2,171.85,12,86
SOL0000467,SO000331,P005,Ecran 27 pouces,3,303.74,15,182
SOL0000468,SO000332,P003,Tablette Air 11,3,628.32,12,395
SOL0000469,SO000333,P009,Veste Urban,5,139.62,0,63
SOL0000470,SO000333,P005,Ecran 27 pouces,3,297.56,0,182
SOL0000471,SO000334,P001,Laptop 14 Pro,2,1211.61,5,760
SOL0000472,SO000334,P009,Veste Urban,3,135.48,0,63
SOL0000473,SO000335,P011,  Chaise Ergo  ,"6,0",191.44,10,124
SOL0000474,SO000336,P004,Casque Audio Max,2,182.95,0,86
SOL0000475,SO000337,P004,Casque Audio Max,3,156.63,8,86
SOL0000476,SO000338,P010,Sac a dos Metro,2,73.15,10,31
SOL0000477,SO000339,P002,smartphone x5, 5.0 ,759.47,0,520
SOL0000478,SO000339,P002,Smartphone X5,5,766.8,0,520
SOL0000479,SO000340,P012,Lampe LED Desk,1,45.55,10,18
SOL0000480,SO000341,P011,Chaise Ergo,1,213.56,5.0,124
SOL0000481,SO000342,P004,Casque Audio Max,2,180.01,0,86
SOL0000482,SO000343,P008,T-Shirt Essential,16,21.65,5,8
SOL0000483,SO000344,P007,Chaussures City,4,90.1,5,39
SOL0000484,SO000345,P011,Chaise Ergo,1,212.77,0,124
SOL0000485,SO000346,P009,Veste Urban,4,139.94,10,63
SOL0000486,SO000346,P012,Lampe LED Desk,4,45.56,8,18
SOL0000487,SO000347,P010,Sac a dos Metro,4,74.73,10,31
SOL0000488,SO000347,P004,Casque Audio Max,3.0,181.9,5,86
SOL0000489,SO000348,P005,Ecran 27 pouces,1,294.86,0,182
SOL0000490,SO000348,P012,Lampe LED Desk,1,44.45,0,18
SOL0000491,SO000348,P001,Laptop 14 Pro,1,1214.53,"5,0",760
SOL0000492,SO000349,P010,Sac a dos Metro,1,73.23,10,31
SOL0000493,SO000350,P007,Chaussures City,5,94.04,0,39
SOL0000494,SO000351,P004,Casque Audio Max ,2,176.32,0,86
SOL0000495,SO000352,P006,Clavier Meca,5,95.44,0,54
SOL0000496,SO000353,P009,Veste Urban,NA,133.26,8,63
SOL0000497,SO000354,P011 ,Chaise Ergo,1,216.23,8,124
SOL0000498,SO000355,P009,Veste Urban,1,140.34, 0.0 ,63.0
SOL0000499,SO000356,P009,Veste Urban,1,134.41,0,63
SOL0000500,SO000357,P001,Laptop 14 Pro,3,1138.05,0,760
SOL0000501,SO000358,P012,Lampe LED Desk,3,43.03,8,18
SOL0000502,SO000358,P002,Smartphone X5,3,844.83,5,520
SOL0000503,SO000359,P008,T-Shirt Essential,5,24.7,10,8
SOL0000504,SO000360,P011,Chaise Ergo,1,205.26,12,124
SOL0000505,SO000360,P008,T-Shirt Essential,3,22.59,10,8
SOL0000506,SO000361,P008,T-Shirt Essential,4,22.64,0,8
SOL0000507,SO000362,P006,Clavier Meca,1,113.24,8,54
SOL0000508,SO000362,P003,Tablette Air 11,1,653.75,5,395
SOL0000509,SO000363,P010,Sac a dos Metro,2,73.88,0,31
SOL0000510,SO000364,P004,Casque Audio Max,2,173.27,10,86
SOL0000511,SO000365,P011,Chaise Ergo,4,196.53,8,124
SOL0000512,SO000365,P004,Casque Audio Max,6,163.54,8,86
SOL0000513,SO000366,P011,Chaise Ergo,4,212.51,12,124
SOL0000514,SO000366,P001,Laptop 14 Pro,4,1219.2,8,760
SOL0000515,SO000367,P002,Smartphone X5,9,766.12,8,520
SOL0000516,so000367,P003,Tablette Air 11,6,578.48,8,395
SOL0000517,SO000368,P010,Sac a dos Metro,2,71.85,0,31
SOL0000518,SO000369,P005,Ecran 27 pouces,4,306.01,10,182
SOL0000519,SO000369,P010,Sac a dos Metro,1,75.12,5,31
SOL0000520,SO000370,  P012  ,Lampe LED Desk,2,43.8,0,18
SOL0000521,SO000370,P012,Lampe LED Desk,3,43.6,0,18
SOL0000522,SO000370,P007,Chaussures City,4,90.75,0,39
SOL0000523,SO000371,P003,Tablette Air 11,1,647.18,10,395
SOL0000524,SO000372,P001,Laptop 14 Pro,1,1159.76,0,760
SOL0000525,SO000373,P003,Tablette Air 11,1,622.96,10,395
SOL0000526,SO000373,P007,Chaussures City,2,92.56,5,39
SOL0000527,SO000374,P009,Veste Urban,6,137.01,0,63
SOL0000528,SO000375,P008,T-Shirt Essential,4,23.99,0,8
SOL0000529,SO000375,P010,Sac a dos Metro,5,76.33,10,31
SOL0000530,SO000375,P009,Veste Urban,5,138.87,10,63
SOL0000531,SO000376,P001,Laptop 14 Pro,7,1042.73,0,760
SOL0000532,SO000377,P006,Clavier Meca,3,112.29,0,54
SOL0000533,SO000377,P005,Ecran 27 pouces,3,304.23,5,182
SOL0000534,SO000378,P007,Chaussures City,3,95.62,12,39
SOL0000535,SO000378,P004,Casque Audio Max,1,177.88,10,86
SOL0000536,SO000378,P007,Chaussures City,3,98.4,8,39
SOL0000537,SO000379,P001,Laptop 14 Pro,2,1180.43,5,760
SOL0000538,SO000379,P012,Lampe LED Desk,2,43.45,0,18
SOL0000539,SO000379,P011,Chaise Ergo,1,213.71,0,124
SOL0000540,SO000380,P012,Lampe LED Desk,9,39.97,0,18
SOL0000541,SO000381,P011,Chaise Ergo,3,212.41,0,124
SOL0000542,SO000382,P004,Casque Audio Max,2,170.69,0,86
SOL0000543,SO000383,P011,Chaise Ergo,4,221.06,12,124
SOL0000544,SO000384,P012,  Lampe LED Desk  ,2,44.63,0,18
 SOL0000545,SO000385,P004,Casque Audio Max,3,175.98,"0,0",86
SOL0000546,SO000386,P005,Ecran 27 pouces,3,302.18,0,182
SOL0000547,SO000387,P006,Clavier Meca,13,99.37,8,54
SOL0000548,SO000387,P005,Ecran 27 pouces,11,278.01,5,182
SOL0000549,SO000388,P001,Laptop 14 Pro,3,1226.7,0,760
SOL0000550,SO000388,P009,Veste Urban,4,136.78,12,63
SOL0000551,SO000388,P004,Casque Audio Max,1,184.58,12,86
SOL0000552,SO000389,P001,Laptop 14 Pro,2,1140.44,8,760
SOL0000553,SO000390,P003,Tablette Air 11,3,640.84,0,395
SOL0000554,SO000391,P008,T-Shirt Essential,4,23.13,5,8
SOL0000555,SO000392,P001,Laptop 14 Pro,1,1124.56,5,760
SOL0000556,SO000393,P002,Smartphone X5,3,816.49,0,520
SOL0000557,SO000394,P010,Sac a dos Metro,6,75.99,5,31
SOL0000558,SO000394,P002,Smartphone X5,3,832.18,5,520
SOL0000559,SO000395,P010,Sac a dos Metro,3,69.9,8,31
SOL0000560,SO000396,P003,Tablette Air 11,4,645.75,5,395
SOL0000561,SO000397,P002,Smartphone X5,4,877.33,0,520
SOL0000562,SO000397,P001,LAPTOP 14 PRO,1,1201.14,0,760
SOL0000563,SO000398,P006,Clavier Meca,3,112.05,5,54
SOL0000564,SO000399,P007,Chaussures City,1,96.06,5,39
SOL0000565,SO000400,P012,Lampe LED Desk,3,44.18,10,18
SOL0000566,SO000401,P008,T-Shirt Essential,6,24.75,5,8
SOL0000567,SO000402,P010,Sac a dos Metro,6,75.2,8,31
SOL0000568,SO000403,P007,Chaussures City,3,96.44,12,39
SOL0000569,SO000403,P006,Clavier Meca,1,108.82,8,54
SOL0000570,SO000404,P006,Clavier Meca,7,100.41,0,54
SOL0000571,SO000405,P005,Ecran 27 pouces,1,296.07,5,182
SOL0000572,SO000405,P006,Clavier Meca,1,107.29,0,54
SOL0000573,SO000406,P007,Chaussures City,2,93.94,15,39
SOL0000574,SO000406,P006,Clavier Meca,3,107.6,5,54
SOL0000575,SO000406,P002,Smartphone X5,1,845.77,10,520
SOL0000576,SO000407,P002,Smartphone X5,4,851.16,10,520
SOL0000577,SO000407,P007,Chaussures City,5,96.94,10,39
SOL0000578,SO000408,P003,Tablette Air 11,1,634.09,10,395
 SOL0000579,SO000409,P011,Chaise Ergo,4,222.68,12,124
SOL0000580,SO000410,P012,Lampe LED Desk,3,44.35,5,18
SOL0000581,SO000411,P005,Ecran 27 pouces,1,295.67,0,182
SOL0000582,SO000411,P002,Smartphone X5,3,836.67,0,520
SOL0000583,SO000412,P004,Casque Audio Max,3,185.38,5,86
SOL0000584,SO000412,P002,Smartphone X5,1,870.2,8,520
SOL0000585,SO000413,P003,Tablette Air 11,1,607.98,8,395
SOL0000586,SO000414,P002,Smartphone X5,3,841.82,0,520
SOL0000587,SO000415,P008,T-Shirt Essential,2,24.83,8,8
SOL0000588,SO000416,P003,Tablette Air 11,3,632.86,10,395
SOL0000589,SO000417,P003,Tablette Air 11,1,595.74,10,395
SOL0000590,SO000418,P009,Veste Urban,9,121.47,0,63
SOL0000591,SO000418,P005,Ecran 27 pouces,10,269.6,0,182
SOL0000592,SO000419,P003,Tablette Air 11,2,594.28,12,395
SOL0000593,SO000420,P007,Chaussures City,1,90.17,12,39
SOL0000594,SO000421,P004,Casque Audio Max,2,178.53,12,86
SOL0000595,SO000421,P001,Laptop 14 Pro, 3.0 ,1146.69,8, 760.0 
SOL0000596,SO000422,P012,Lampe LED Desk,2,43.49,15,18
SOL0000597,SO000422,P003,Tablette Air 11,2,599.98,10,395
SOL0000598,SO000423,P001,Laptop 14 Pro,4,1218.6,10,760
SOL0000599,SO000423,P006,Clavier Meca,1,109.37,8,54
SOL0000600,SO000423,P006,Clavier Meca,4,108.25,5,54
SOL0000601,SO000424,P011,Chaise Ergo,3,214.13,8,124
SOL0000602,SO000424,P007,Chaussures City,1,96.46,0,39
SOL0000603,SO000425,P012,Lampe LED Desk,3,44.07,5,18
SOL0000604,SO000426,P001,Laptop 14 Pro,1,1185.21,0,760
SOL0000605,SO000426,P002,Smartphone X5,3,809.78,0,520
SOL0000606,SO000427,P011,Chaise Ergo,9,199.49,10,124
SOL0000607,SO000427,P003,Tablette Air 11,4,543.16,5,395
SOL0000608,SO000427,P007,Chaussures City,6,84.75,8,39
SOL0000609,SO000428,P004,Casque Audio Max,2,180.05,10,86
SOL0000610,SO000429,P004,Casque Audio Max,1,172.96,0,86
SOL0000611,SO000430,P004,Casque Audio Max,3,171.43,8,86
SOL0000612,SO000431,P008,T-Shirt Essential,8,20.67,10,8
SOL0000613,SO000432,P008,T-Shirt Essential,1,23.16,5,8
SOL0000614,SO000433,P008,T-Shirt Essential,6,24.74,0,8
SOL0000615,SO000434,P005,Ecran 27 pouces,4,305.46,10,182
SOL0000616,SO000434,P006,Clavier Meca,4,111.28,15,54
SOL0000617,SO000435,P011,Chaise Ergo,3,218.65,0,124
SOL0000618,SO000436,P003,Tablette Air 11,4,624.61,5,395
SOL0000619,SO000437,P004,Casque Audio Max,1,171.41,0,86
SOL0000620,SO000437,P001,Laptop 14 Pro,3,1127.71,0,760
SOL0000621,SO000438,P010,Sac a dos Metro,4,69.86,8,31
SOL0000622,SO000439,P012,Lampe LED Desk,2,42.47,5,18
SOL0000623,SO000440,P004,Casque Audio Max,3,184.37,8,86
SOL0000624,SO000440,P007,Chaussures City,5,95.56,5,39
SOL0000625,SO000441,P005,ECRAN 27 POUCES,1,288.44,8,182
SOL0000626,SO000442,P004,Casque Audio Max,3,182.27,12,86
SOL0000627,SO000443,P005,Ecran 27 pouces,4.0,307.47,12,182
SOL0000628,SO000444,P009,Veste Urban,15,119.79,8,63
SOL0000629,SO000445,P005,Ecran 27 pouces,1,296.27,0,182
SOL0000630,SO000446,P012,Lampe LED Desk,1,41.92,0,18
SOL0000631,SO000447,P008,T-Shirt Essential,6,24.09,5,8
SOL0000632,SO000447,P004,Casque Audio Max,2,177.13,8,86
SOL0000633,SO000448,P002,Smartphone X5,1,818.75,0,520
SOL0000634,SO000448,P002,Smartphone X5,2,860.99,0,520
SOL0000635,SO000449,P007,Chaussures City,3,89.52,0,39
SOL0000636,SO000450,P009,Veste Urban,15,125.26,8,63
SOL0000637,SO000451,P002,Smartphone X5,3,845.85,12,520
SOL0000638,SO000452,P004,Casque Audio Max,2,170.6,0,86
SOL0000639,SO000453,P005,Ecran  27  pouces,2,289.13,10,182
SOL0000640,SO000454,P007,Chaussures City,4,93.04,0,39
SOL0000641,SO000454,P001,Laptop 14 Pro,3.0,1156.16,0,760
SOL0000642,SO000455,P011,Chaise Ergo,3.0,212.69,0,NA
SOL0000643,SO000455,P010,Sac a dos Metro,4,74.33,0,31
SOL0000644,SO000456,P011,Chaise Ergo,9,196.98,0,124
SOL0000645,SO000457,P012,Lampe LED Desk,1,42.17,10,18
SOL0000646,SO000458,P005,Ecran 27 pouces,4,294.91,0,182
SOL0000647,SO000458,P009,Veste Urban,6,140.68,0,63
SOL0000648,SO000459,P005,Ecran 27 pouces,12,267.7,0,182
SOL0000649,SO000460,P009,Veste Urban,1,137.75,12,63
SOL0000650,SO000460,P001,Laptop 14 Pro,2,1159.95,8,760
SOL0000651,SO000461,P004,Casque Audio Max,2,175.67,8,86
SOL0000652,SO000462,P006,Clavier Meca,2,107.03,8,54
SOL0000653,SO000463,P009,Veste Urban,5,142.6,0,63
SOL0000654,SO000464,P001,Laptop 14 Pro, 2.0 ,1182.75,"5,0",760
SOL0000655,SO000465,P003,Tablette Air 11,1,642.18,10,395
SOL0000656,SO000466,P003,Tablette Air 11,2,626.1,8,395
SOL0000657,SO000466,P001,Laptop 14 Pro,1,1180.69,8,760
SOL0000658,SO000467,P009,Veste Urban,3,131.92,12,63
SOL0000659,SO000468,P007,Chaussures City,14,85.84,10,39
SOL0000660,SO000469,P011,Chaise Ergo,4,212.95,5,124
SOL0000661,SO000469,P003,Tablette Air 11,"1,0",652.85,0,395
SOL0000662,SO000470,P007,Chaussures City,5,93.5,0,39
SOL0000663,SO000471,P008,T-Shirt Essential,2,22.84,0,8
SOL0000664,SO000471,P006,Clavier Meca,2.0,107.04, 0.0 ,54
SOL0000665,SO000472,P011,Chaise Ergo,6,199.14,0,124
SOL0000666,SO000473,P003,Tablette Air 11,3,621.12,0,395
SOL0000667,SO000473,P008,T-Shirt Essential,4,23.18,0,8
SOL0000668,SO000474,P002,Smartphone X5,1,854.54,15,520.0
SOL0000669,SO000475,P008,T-Shirt Essential,4,24.06,5,8
SOL0000670,SO000476,P005,Ecran 27 pouces,2,293.25,10,182
SOL0000671,SO000477,P003,Tablette Air 11,8,576.7,0,395
SOL0000672,SO000478,P001,Laptop 14 Pro,9,1063.39,0,760
SOL0000673,SO000479,P006,Clavier Meca,8,100.41,12,54
SOL0000674,SO000480,P004,Casque Audio Max,3,158.99,0,86
SOL0000675,SO000481,P005,Ecran 27 pouces,3,297.01,5,182
SOL0000676,SO000482,P007,Chaussures City,2,96.86,5,39
SOL0000677,SO000482,P002,Smartphone X5,1,843.82,12,520
SOL0000678,SO000483,P011,Chaise Ergo,3,213.62,8,124
SOL0000679,SO000483,P008,T-Shirt Essential,3,24.21,8,8
SOL0000680,SO000484,P001,Laptop 14 Pro,3,1174.35,10,760
SOL0000681,SO000485,P002,Smartphone X5,3,816.52,0,520
SOL0000682,SO000485,P003,Tablette Air 11,2,624.12, 0.0 ,395.0
SOL0000683,SO000486,P005,Ecran 27 pouces,4,294.36,10,182
SOL0000684,SO000487,P005,Ecran 27 pouces,1,302.52,10,182
SOL0000685,SO000488,P008,T-Shirt Essential,4,24.49,0,8
SOL0000686,SO000488,P008,T-Shirt Essential,6,23.96,0,8
SOL0000687,SO000489,P006,Clavier Meca,11,96.62,0,54
SOL0000688,SO000490,P008,T-Shirt Essential,4,24.96,0,8
SOL0000689,SO000491,P012,Lampe LED Desk,1,42.82,8,18
SOL0000690,SO000492,P002,Smartphone X5,3,826.24,0,520
SOL0000691,SO000493,P001,Laptop 14 Pro,3,1168.6,5,760
SOL0000692,SO000494,P003,Tablette Air 11,2,593.18,8,395
SOL0000693,SO000495,P003,Tablette Air 11,1,596.22,5,395
SOL0000694,SO000496,P007,Chaussures City,3,93.81,5,39
SOL0000695,SO000497,P012,Lampe LED Desk,13,38.98,0,18
SOL0000696,SO000498,P012,Lampe LED Desk,2,41.64,0,18
SOL0000697,SO000499,P008,T-Shirt Essential,12,21.78,0,8
SOL0000698,SO000499,P012,Lampe LED Desk,9,38.84,0,18
SOL0000699,SO000500,P002,Smartphone X5,7,730.76,5,520
SOL0000700,SO000501,P010,Sac a dos Metro,,68.17,5,31
SOL0000701,SO000502,P010,Sac a dos Metro,4,72.63,0,31
SOL0000702,SO000503,P002,Smartphone X5,1,859.56,12,520.0
SOL0000703,SO000504,P004,Casque Audio Max,1.0,175.47,0,86
SOL0000704,SO000505,P007,Chaussures City,21,87.46,5,39
SOL0000705,SO000506,P003,Tablette Air 11,2,618.67,0,395
SOL0000706,SO000507,P009,Veste Urban,2,136.89,8,63
SOL0000707,SO000508,P008,T-Shirt Essential,3,22.66,8,8
SOL0000708,SO000509,P006,Clavier Meca,2,107.77,0,54
SOL0000709,SO000510,P005,Ecran 27 pouces,3,302.06,8,182
SOL0000710,SO000511,P010,Sac a dos Metro,2,70.66,8,31
SOL0000711,SO000512,P012,Lampe LED Desk,1,41.63,5,18
SOL0000712,SO000512,P009,Veste Urban,2,139.08,10,63
SOL0000713,SO000512,P002,Smartphone X5,1,802.07,10,520
SOL0000714,SO000513,P006,Clavier Meca,2,104.95,10,54
SOL0000715,SO000513,P009 ,Veste Urban,1,131.28,5,63
SOL0000716,SO000514,P009,Veste Urban,4,132.63,0,63
SOL0000717,SO000515,P002,Smartphone X5,3,852.05,0,520
SOL0000718,SO000515,P009,Veste Urban,4,137.71,5,63
SOL0000719,SO000516,P007,Chaussures City,4,93.51,5,39
SOL0000720,SO000517,P012,Lampe LED Desk,8,40.09,0,18
SOL0000721,SO000518,P011,Chaise Ergo,2,213.21,10,124
SOL0000722,SO000519,P001,Laptop 14 Pro,3,,0,760
SOL0000723,SO000520,P005,Ecran 27 pouces,8,265.57,0.0,182
SOL0000724,SO000521,P006,Clavier Meca,1,103.62,5,54.0
SOL0000725,SO000522,P005,Ecran 27 pouces,11,261.5,0,182
SOL0000726,SO000522,P006,Clavier Meca,9,97.43,0,54
SOL0000727,SO000523,P003,Tablette Air 11,1,634.22,0,395
SOL0000728,SO000524,P011,Chaise Ergo,2,210.24,0,124
SOL0000729,SO000524,P003,Tablette Air 11,2,607.89,0,395
SOL0000730,SO000525,P010,Sac a dos Metro,1,72.17,5,31
SOL0000731,SO000526,P007,Chaussures City,1,91.72,0,39
SOL0000732,SO000527,P007,Chaussures City,2,90.1,5,39
SOL0000733,SO000528,P009,Veste Urban,1,134.68,5,63
SOL0000734,SO000529,P009,Veste Urban,4,137.23,8,63
SOL0000735,SO000530,P007,Chaussures City,6,98.3,8,39
SOL0000736,SO000530,P002,Smartphone X5,1.0,845.71,5,520.0
SOL0000737,SO000531,P009,Veste Urban,1,135.4,8,63
SOL0000738,SO000532,P008,T-Shirt Essential,1,22.97,0,8
SOL0000739,SO000533,P005,Ecran 27 pouces,10,271.14,12,182
SOL0000740,SO000534,P011,Chaise Ergo,1,209.99,0,124
SOL0000741,SO000535,P007,Chaussures City,5,97.2,5,39
SOL0000742,SO000535,P002, Smartphone X5,3,834.53,5,520
SOL0000743,SO000536,P008,T-Shirt Essential,2,24.21,8,8
SOL0000744,SO000537,P010,Sac a dos Metro,2,73.59,15,31
SOL0000745,SO000537,P010,Sac a dos Metro,4,74.32,5,31
SOL0000746,SO000538,P009,Veste Urban,1,132.35,0,63
SOL0000747,SO000538,P010,Sac a dos Metro,1,70.64,10,31
SOL0000748,SO000539,P010,   Sac a dos Metro  ,2.0,73.17,0,31
SOL0000749,SO000539,P009,Veste Urban,5,138.16,0,63
SOL0000750,SO000540,P001,Laptop 14 Pro,1,1153.85,10,760
SOL0000751,SO000540,P009,Veste Urban,3,140.07,5,63
SOL0000752,SO000541,P004,Casque Audio Max,3,172.09,12,86
SOL0000753,SO000542,P010,Sac a dos Metro,"5,0",76.33,12,31
SOL0000754,SO000543,P003,Tablette Air 11,2,625.61,0,395
SOL0000755,SO000544,P012,Lampe LED Desk,2,43.94,12,18
  SOL0000756  ,SO000545,P010,,2,73.48,5,31
SOL0000757,SO000545,P005,Ecran 27 pouces,3,303.68,0,182
SOL0000758,SO000545,P011,Chaise Ergo,3,204.37,0,124
  SOL0000759  ,SO000546,P010,SAC A DOS METRO,6,73.88,5,31
SOL0000760,SO000547,P005,Ecran 27 pouces,1,300.69,12,182
SOL0000761,SO000548,P003,Tablette Air 11,3,615.27,10,395
SOL0000762,SO000549,P003,Tablette Air 11,6,561.58,10,395
SOL0000763,SO000549,P002,Smartphone X5,3,748.22,5,520
SOL0000764,SO000550,P005,Ecran 27 pouces,2,289.43,5,182
SOL0000765,SO000551,P009,Veste Urban,1,137.32,10,63
SOL0000766,SO000552,P011,Chaise Ergo,3,185.75,0,124
SOL0000767,SO000552,P005,Ecran 27 pouces,11,260.73,0,182
SOL0000768,SO000553,P006,Clavier Meca,2,103.01,8,54
Sol0000769,SO000554,P002,Smartphone X5, 1.0 ,829.85,0,520
SOL0000770,SO000554,P005,Ecran 27 pouces,1,300.68,0,182
SOL0000771,SO000555,P003,Tablette Air 11,1,624.51,10,395
SOL0000772,SO000556,P012,Lampe LED Desk,5,38.01,5,18
SOL0000773,SO000557,P006,Clavier Meca,2,109.82,12,54
SOL0000774,SO000558,P005,Ecran 27 pouces,3,303.28,0,182
SOL0000775,SO000559,P002,Smartphone X5,3,863.67,0,520
SOL0000776,SO000560,P005,Ecran 27 pouces,2,282.35,5,182
SOL0000777,SO000560,P011,Chaise Ergo,1,208.84,10,124
SOL0000778,SO000560,P001,Laptop 14 Pro,1,1160.89,10,760
  SOL0000779  ,SO000561,P009,Veste Urban,7,124.02,10, 63.0 
SOL0000780,SO000561,P011,Chaise Ergo,4,199.75,5,124
SOL0000781,SO000562,P001,Laptop 14 Pro,2,1173.15,0,760
SOL0000782,SO000562,P010,Sac a dos Metro,1,72.55,0,31
SOL0000783,SO000562,P002,Smartphone X5,4,873.73,0,520
SOL0000784,SO000563,P003,Tablette Air 11,1,603.01,0,395
SOL0000785,SO000564,P005,Ecran 27 pouces,2,299.78,10,182
SOL0000786,SO000565,P012,Lampe LED Desk,1,45.64,0,18
SOL0000787,so000566,P002,Smartphone X5,3,851.25,5,520
SOL0000788,SO000567,P004,Casque Audio Max,2,170.98,12,86
SOL0000789,SO000568,P005,Ecran 27 pouces,1, 301.62 ,0,182
SOL0000790,SO000568,P005,Ecran 27 pouces,2,281.38,0,182
SOL0000791,SO000568,P001,Laptop 14 Pro,2,1166.43,0,760
SOL0000792,SO000569,P003,Tablette Air 11,4,557.54,8,395
SOL0000793,SO000570,P006,Clavier Meca,2,105.17,10,54
SOL0000794,SO000571,P005,Ecran 27 pouces,3,302.83,0,182
SOL0000795,SO000572,P006,Clavier Meca,1,110.79,12,54
SOL0000796,SO000573,P007,Chaussures City,3,96.5,5,39
SOL0000797,SO000574,P008,T-Shirt Essential,4,24.05,5,8
SOL0000798,SO000574,P006,Clavier Meca,3,104.13,5,54
SOL0000799,SO000574,P004,Casque Audio Max,1,181.4,12,86
SOL0000800,SO000575,P005,Ecran 27 pouces,2,289.57,5,182
SOL0000801,SO000576,P009,Veste Urban,6,121.45,8,63
SOL0000802,SO000577,P008,T-Shirt Essential,6,24.71,0,8
SOL0000803,SO000578,P012,Lampe LED Desk,9,39.11,0,18
SOL0000804,SO000579,P001,Laptop 14 Pro,2,1187.65,0,760
SOL0000805,SO000580,P004,Casque Audio Max,1,169.55,10,86
SOL0000806,SO000581,P007,Chaussures City,4,98.38,0,39
SOL0000807,SO000582,P007,Chaussures City,2,96.02,8,39
SOL0000808,SO000582,P010,Sac a dos Metro,1,70.72,5,31
